IMDB Rating	IMDB Votes	Production Budget	Release Date	Rotten Tomatoes Rating	Running Time (min)	US DVD Sales	US Gross	Worldwide Gross
6	67939	38000000	22-Jun-01	53	107	0	144512310	206512310
7.6	93	72500000	8-Feb-08	0	0	20620930	70231041	109362966
7.6	74424	6000000	23-Jun-04	83	122	0	119114517	222414517
7.3	11829	20000000	23-Sep-09	75	0	2987505	14363397	14678228
6.8	53477	35000000	19-Oct-01	57	123	0	31598308	31598308
6.9	11683	8000000	15-Jun-07	0	93	0	298110	419801
8.8	382470	65000000	15-Oct-99	81	139	0	37030102	100853753
6.4	36227	137000000	11-Jul-01	0	120	0	32131830	85131830
7.2	35966	43000000	19-Dec-00	74	137	0	51768623	80013623
4	25033	15000000	20-Apr-01	11	0	0	14249005	14249005
4.4	2118	19000000	9-Jan-98	0	0	0	8123860	8123860
7.5	5940	3000000	15-Jan-10	0	0	0	374675	374675
6.9	4790	15000000	12-Nov-99	88	0	0	824295	1970268
1.6	17596	12000000	20-Jun-03	8	0	0	4922166	4922166
6.8	52618	23000000	17-Mar-00	31	98	0	53302314	112802314
7.2	42788	53000000	20-Oct-06	73	0	45105366	33602376	61902376
6.7	8125	27000000	24-Nov-99	43	0	0	4485485	4485485
7.2	4182	9000000	31-Jul-09	0	132	0	148089	1635241
5.7	2832	15000000	20-Oct-06	54	94	49974754	21000147	21893591
6	18568	75000000	17-Dec-04	30	0	0	21009180	34009180
7.8	46691	18000000	28-Apr-06	91	0	17832230	31567134	76366864
4.6	18890	80000000	26-Nov-97	17	93	0	92993801	177993801
7	21334	149000000	3-Nov-06	72	85	71025931	64665672	177665672
6.5	13934	60000000	22-Sep-06	33	139	23631077	13090630	14816379
4.7	1653	25000000	15-Aug-08	17	89	0	14543943	40098231
7.1	12800	13000000	17-Mar-06	60	0	0	1173673	1788077
6.6	34090	60000000	22-Dec-00	52	126	0	75764085	124715863
6.1	11087	6500000	7-Apr-06	71	0	7822762	13368437	15328368
8.2	165006	94000000	30-May-03	98	100	0	339714978	867894287
0	0	500000	5-Oct-07	35	0	0	52850	52850
0	0	65000000	31-Dec-09	0	0	0	0	0
0	0	27000000	18-Oct-02	0	0	0	5204007	5204007
7.4	72562	35000000	22-Nov-06	51	96	8752844	10144010	15461638
0	0	120000000	15-Jun-07	36	92	62277740	131921738	288215319
4.1	3186	5000000	30-Jan-07	0	0	1619183	0	0
6.2	45305	55000000	23-Sep-05	38	93	0	89706988	225706988
7.3	27629	11000000	12-Apr-02	74	0	0	13110448	17423030
6.7	36548	55000000	18-Apr-08	64	105	23318686	52075270	129075270
7.5	18065	21000000	5-Jan-07	69	122	20532539	36605602	43090741
5.3	10176	9500000	12-Jan-00	21	98	0	57176582	59675307
6.5	29137	26000000	6-Aug-03	88	97	0	110222438	160822438
7.3	35968	31000000	28-Apr-00	69	118	0	44983704	68079671
8	106648	39000000	30-Sep-05	81	119	0	25514517	38514517
4.9	1169	50000000	24-Sep-04	0	91	0	66711892	111311892
4.4	17964	14000000	26-Apr-02	21	0	0	13121555	16951798
5.6	26798	17000000	13-Feb-09	26	0	9566980	65002019	91700771
5.3	6742	10000000	22-Nov-02	25	85	0	33253609	33526835
7.3	26243	12000000	25-Oct-02	76	123	0	25885000	56298474
7.2	20868	30000000	8-Oct-04	81	117	0	61255921	61950770
7.2	10447	1000000	1-Aug-08	87	0	0	2503902	5281776
7.4	16232	105000000	25-Nov-09	84	0	68101150	104374107	263467382
4.8	6660	2000000	2-Aug-02	37	0	0	2512846	3438804
5.6	5498	500000	26-Sep-08	40	122	31898934	33451479	33451479
5.1	4679	5000000	27-Apr-01	8	0	0	6755271	6755271
7.9	36366	29000000	5-Dec-08	92	122	6677601	18622031	28144586
6.1	8680	7000000	29-Dec-06	19	90	0	1661464	1661464
6	462	12000000	6-Jan-06	0	0	0	196857	196857
7.2	40877	3500000	13-Aug-97	95	90	0	45950122	257938649
6.3	1788	140000000	21-Dec-05	29	90	29638269	110550000	202250000
6.8	37791	70000000	31-Jul-09	67	0	13721109	51855045	71880305
0	0	16800000	10-Nov-06	0	121	0	223202	2281089
2.6	3458	35000000	30-Apr-10	8	0	4335991	17630465	21630465
6.3	16736	40000000	8-Apr-05	0	0	0	42071069	50071069
6.2	7780	12000000	17-Nov-06	50	86	0	5549923	5549923
7.7	74136	50000000	12-Sep-97	80	128	0	48265581	48265581
7.4	113378	97000000	20-Dec-02	75	168	0	77730500	190400000
4.8	19870	50000000	11-Jun-04	0	80	0	75367693	200802638
5.8	10902	20000000	11-May-07	17	111	19382312	18882880	20819601
7.8	70906	36000000	24-Oct-97	82	0	0	12532777	12532777
0	0	19000000	19-Oct-07	0	114	11406490	20300218	34619699
3.3	198	6400000	27-Feb-04	0	0	0	4063859	79316616
5	1961	17000000	10-Oct-03	45	87	0	37667746	45312217
6	7437	55000000	21-Feb-03	8	0	0	12882934	12923936
6.1	13007	32000000	15-Dec-06	32	104	0	1308696	1308696
7.5	15946	3500000	6-Nov-98	96	0	0	6451628	6451628
6	4332	15000000	5-Oct-07	29	93	0	22441	22441
0	0	30000000	2-Apr-03	78	0	0	3517797	3517797
5.7	1762	32000000	31-Dec-04	0	0	0	0	0
6.2	8583	7000000	14-Feb-03	0	0	0	254683	254683
5	9633	82500000	24-Jul-09	22	0	44145849	119436770	287389685
6.8	12400	30000000	15-Sep-06	41	126	34066576	38432823	41480851
6.6	21460	8000000	7-Aug-02	81	0	0	14018296	15976468
5.3	25891	20000000	25-Oct-02	13	91	0	30113491	68349884
6.4	5276	36000000	20-Dec-96	50	0	0	13052741	13052741
5.6	10629	22000000	14-Sep-01	21	0	0	17951431	22861785
5.2	63235	120000000	16-Feb-07	26	110	103730683	115802596	237702596
4.7	310	20000000	19-Sep-08	85	102	7574314	13252641	26612350
6.7	28488	10000000	19-Dec-00	56	0	0	12008642	44567606
2.4	29031	54000000	1-Aug-03	6	0	0	6087542	7266209
5.5	23807	50000000	22-Aug-97	0	124	0	48169156	48169156
5.8	47052	175000000	7-Aug-09	0	118	69866155	150201498	302469019
0	0	24000000	21-Dec-99	53	127	0	28871190	28871190
8.3	279512	103000000	5-May-00	77	150	0	187683805	457683805
2	13778	8500000	21-Sep-01	7	0	0	4273372	4273372
4.7	2726	30000000	22-Jan-99	19	0	0	4167493	4967493
5.6	29013	25000000	21-Sep-07	5	96	26234476	35017297	59183821
0	0	28000000	24-Aug-01	0	0	0	8434601	8434601
8.4	198916	60000000	10-Dec-99	77	187	0	136801374	286601374
6	1443	20000000	22-Apr-05	25	0	0	375474	375474
8.1	50881	5000000	3-Aug-07	40	0	0	240425	1375194
7.7	42797	7000000	7-Oct-05	0	0	20967273	31501218	54601218
6.1	23570	60000000	18-Jun-99	22	116	0	102705852	149705852
5.4	3607	10000000	4-Feb-00	24	0	0	1638202	1638202
0	0	6500000	9-Apr-99	92	103	0	16875273	28383441
6.9	16809	33000000	12-May-06	0	121	12616824	4283255	27610873
0	0	1000000	18-Aug-00	0	0	0	10037390	10037390
4.7	13866	30000000	30-Apr-04	4	0	0	14334645	16910708
4.8	59455	125000000	19-May-98	25	139	0	136314294	376000000
0	0	40000	25-Aug-00	0	0	0	277233	277233
6.4	2940	103300000	9-Jun-00	0	118	0	101643008	232643008
6.2	1926	16000000	31-Dec-08	34	0	0	27276	27276
8.1	150415	10000000	20-Feb-87	97	126	0	138433435	225933435
7.3	36648	18000000	26-Dec-01	86	137	0	41300105	41300105
0	0	14000000	21-Apr-00	28	0	0	5108820	12591270
6.3	14984	22000000	22-Sep-07	27	110	50113315	90648202	147914546
7.1	23493	12000000	12-Dec-03	71	0	0	11634362	22106210
7.2	52507	45000000	25-Dec-99	89	104	0	71423726	90523726
6.8	8543	4000000	4-Aug-00	63	0	0	12178602	24325623
6.2	2084	9000000	1-Jun-07	59	98	0	2956339	3036736
6.8	8894	60000000	12-Aug-05	36	0	0	10166502	10597070
6.1	3346	3000000	21-Mar-08	0	0	0	115879	115879
7.6	50763	25500000	31-Aug-05	83	0	0	33579798	81079798
7.9	92594	2500000	28-Jul-04	86	109	0	26782316	32381151
7	60146	6000000	16-Jun-78	83	0	21249794	305260	206005260
7.1	26759	100000000	12-Mar-10	55	0	14424476	35053660	84788541
5.3	19685	55000000	16-Jul-97	54	91	0	105263257	174463257
5.9	43532	80000000	26-Aug-05	37	0	0	37899638	105299638
7	5614	25000000	9-Apr-04	56	0	0	14589444	18589444
5.7	40310	123000000	17-Nov-00	53	104	0	260044825	345141403
7.9	82770	53000000	6-Apr-07	0	191	31070911	25031037	50187789
4	18126	40000000	9-Nov-05	16	0	9906347	30981850	46437122
7.9	38158	30000000	5-Oct-05	95	85	35069986	56068547	185724838
5.8	2486	500000	9-Jun-00	56	0	0	1115313	1167524
7.4	41523	15000000	11-Apr-97	0	106	0	28084357	28084357
4.6	16024	20000000	13-Oct-06	10	102	8293678	39143839	68643839
5.7	43218	10000000	22-Oct-04	39	96	0	110359362	187281115
5.8	13488	75000000	25-Jun-10	9	102	0	161094625	250294625
0	0	2000000	3-Mar-00	0	0	0	3330230	6030230
5.7	15789	35000000	25-Mar-05	43	103	0	68915888	102115888
4.8	14196	40000000	6-Oct-00	12	0	0	14967182	19417182
5.5	9350	10000000	9-Mar-01	45	0	0	11560259	11560259
6.8	8778	17000000	17-Oct-03	54	0	0	1569918	9438074
5.5	9239	11000000	31-Jan-03	0	0	0	3051221	23788368
5.5	8147	20000000	17-Jan-03	0	0	0	15543862	17430594
7.7	42973	5500000	20-Jul-01	92	0	0	6217849	8764007
4.5	9284	15000000	28-Aug-09	0	105	6646073	33392973	38512850
7.2	41511	75000000	20-Jul-07	91	117	104104829	118823091	202823091
6.3	18791	8000000	16-Jan-98	29	84	0	17394881	17394881
6	5147	18000000	25-Dec-96	94	0	0	4501094	7129670
6	5147	2000000	12-May-00	71	0	0	1577287	2288841
0	0	50000000	TBD	0	0	0	0	0
6.5	100822	150000000	2-Jul-08	40	0	89352567	227946274	624346274
3.9	4678	47000000	5-Jan-07	0	0	16559473	15849032	38344430
5.2	72259	60000000	13-Jun-08	18	89	21432877	64506874	163403799
7.5	198	1700000	1-Oct-99	82	0	0	2039192	2039192
7.2	45791	950000	14-Apr-06	0	0	0	1024640	1881243
7	26347	2000000	10-Nov-06	48	120	2638319	3337931	5963961
4.9	2758	5500000	17-May-02	0	0	0	56653	56653
7.4	14297	7300000	30-Apr-10	0	0	0	1818681	6294140
5.5	18964	25000000	22-Aug-08	39	98	15442818	48237389	70237389
6.9	36082	7000000	22-Jul-05	54	0	0	17044981	20940428
5.5	3311	7000000	11-Apr-03	0	0	0	12634962	16829545
6.5	5541	7000000	10-Oct-03	0	0	0	10199354	13767816
6.6	23604	78000000	5-Mar-04	46	136	0	67286731	107336658
5.6	30891	25000000	28-Jan-05	12	105	0	51100486	123100486
6.7	20461	17500000	16-Dec-05	0	80	31171440	51386611	110011106
0	0	90000000	17-Dec-10	0	0	0	0	0
5.1	8447	35200000	28-Mar-03	30	95	0	37788228	38283765
7.6	14766	6000000	20-Jul-01	92	0	0	3067312	3643900
6.3	1605	20000000	11-Feb-05	80	0	0	18098433	52858433
6.8	14494	25000000	1-May-98	80	134	0	21567853	21567853
3.2	77	35000000	9-Nov-01	66	109	0	23483357	28483168
7.3	61902	82500000	11-Jul-08	0	0	43689202	75986503	160388063
6.8	67763	60000000	2-Apr-04	81	122	0	59623958	99823958
5.7	10526	50000000	28-May-04	22	119	0	37485528	43340302
6.7	7180	6500000	23-Jul-04	48	0	0	1029017	1033810
0	0	17000000	27-Aug-04	0	96	0	53652140	177352140
4.6	4929	15000000	24-Mar-00	18	0	0	10494147	10845127
0	0	12000000	3-Dec-04	0	0	0	11050094	92863945
4.8	6574	14000000	2-Feb-01	9	0	0	10397365	10397365
4.6	31808	80000000	23-Jul-99	17	114	0	91188905	180188905
6.1	14428	42000000	5-Apr-02	31	115	0	41543207	63781100
7.6	69740	20000000	31-Mar-00	92	114	0	27277055	47881663
4.3	8421	15000000	1-Sep-00	0	0	0	12801190	12801190
6.1	2205	10000000	26-Oct-01	20	0	0	226792	226792
3.7	18587	11000000	24-Oct-08	66	0	59373004	90556401	251056401
6.7	10293	3700000	21-Nov-06	63	0	0	2730296	13425589
7.6	79738	32000000	23-Sep-05	87	0	38659936	31493782	59993782
5.7	89	55000000	11-Feb-05	69	113	0	177784257	366784257
6.8	520	17500000	21-Nov-07	14	93	28077100	39687694	99965792
6.7	42358	12000000	25-Apr-08	54	0	24609630	38108728	43231984
7.2	56030	9000000	30-Jul-04	74	0	0	18225165	18225165
4.7	1840	8000000	12-May-00	17	0	0	4714090	4714090
5	17948	15000000	23-Mar-07	0	88	30512461	20804166	37466538
6.5	43747	17000000	10-Mar-06	49	0	20576805	41778863	69623713
6.7	25756	28000000	3-Oct-08	36	109	0	2775593	12031443
4.1	6909	25000000	15-Nov-02	2	0	0	15567860	19233280
0	0	17000000	5-Aug-98	0	85	0	55041738	55041738
3.9	13181	15000000	12-Jul-02	0	89	0	30259652	37659652
4.7	9105	60000000	9-Oct-98	12	0	0	12069719	12069719
3.6	479	20000000	26-Nov-08	94	0	11075466	31841299	50164027
6.4	9017	9000000	22-Aug-08	64	0	0	4886216	4898285
0	0	6500000	1-Feb-08	71	0	18154740	65281781	71281781
5.4	4772	110000000	2-Apr-04	54	94	0	50026353	76482461
6	28690	50000000	9-Feb-07	15	121	23365803	27669725	80583311
7.9	127634	35000000	5-Jun-09	78	99	165916727	277322503	465132119
4.3	6098	40000000	18-Feb-00	12	95	0	36037909	51867723
6.9	9171	25000000	6-Apr-07	85	0	0	7164995	7164995
7.1	19388	20000000	18-Apr-03	77	117	0	67383924	72383924
6.9	48215	85000000	8-Dec-06	47	131	71449071	63280000	205190324
5.5	41499	90000000	4-Aug-00	28	112	0	73209340	191200000
0	0	1400000	29-Apr-05	0	0	0	304124	1261792
4.7	4806	15000000	25-Nov-98	31	0	0	10513979	10513979
4.6	13026	18000000	5-Dec-03	20	94	0	30272254	62192232
2.6	5012	27000000	10-Jun-05	14	0	0	12834849	13174426
5.3	2830	15000000	5-May-06	26	0	11095119	8117637	8224998
5.3	9168	30000000	29-May-98	23	114	0	60110313	81529000
7.2	31323	85000000	14-Mar-08	0	0	73524948	154529439	297133947
5.4	31511	7500000	8-Jun-07	45	0	16230816	17544812	33606409
7.3	3070	75000000	11-Mar-05	0	0	0	34636443	77636443
5.7	64642	4800000	6-Jan-06	0	0	23835218	47326473	80578934
6.5	22250	25000000	3-Aug-07	40	83	24152720	13938332	14334401
7.6	44618	25000000	27-Dec-02	80	115	0	41675994	108775994
7.5	19308	18000000	26-Oct-01	46	0	0	15652637	23889158
5.4	16242	20000000	7-Mar-03	34	105	0	132675402	164675402
5.4	32159	35000000	6-May-05	25	0	0	32064800	70064800
5.4	5292	16000000	18-Jul-03	29	0	0	14108518	14108518
5.5	14470	12000000	21-Dec-01	27	93	0	31155435	31260435
0	0	12000000	6-Aug-97	0	93	0	14010363	14010363
7.2	120063	100000000	15-Nov-02	82	161	0	261987880	878987880
7.7	108928	130000000	4-Jun-04	90	141	0	249538952	795538952
7.6	111946	150000000	18-Nov-05	88	157	215701005	290013036	896013036
7.4	104074	150000000	11-Jul-07	78	138	220867077	292004738	938468864
7.3	73720	250000000	15-Jul-09	83	153	103574938	301959197	937499905
7.2	132238	125000000	16-Nov-01	0	152	0	317557891	976457891
6.7	42369	85000000	17-Nov-06	74	108	203263968	198000317	385000317
6.8	21902	70000000	15-Jun-97	84	92	0	99112101	250700000
4.1	165	21000000	14-Sep-01	38	106	0	40222729	44102389
5.6	14375	70000000	16-Jan-98	26	96	0	19870567	19870567
6.3	15831	60000000	15-May-98	71	168	0	75383563	75383563
6.3	1342	7000000	13-Jun-03	0	0	0	196067	196067
7.5	1519	3750000	11-Aug-06	0	0	0	539285	1178175
5.1	7097	12500000	11-Sep-09	22	0	1350584	11965282	26735797
6.2	19541	70000000	15-Feb-02	58	0	0	19076815	33076815
6.6	61513	45000000	29-Apr-05	60	103	0	51019112	104019112
5.4	165	2850000	10-Jun-05	0	0	0	3681066	5208449
8	129779	16000000	20-Apr-07	91	121	33391776	23618786	79197493
6.6	9455	3300000	5-May-00	0	0	0	104257	5422740
8.2	28556	165000000	26-Mar-10	98	0	0	217581231	491581231
6.8	35878	22000000	1-Oct-04	62	0	0	12784713	14584713
5.7	70844	137000000	20-Jun-03	62	138	0	132177234	245360480
7.1	82419	137500000	13-Jun-08	66	112	58503066	134806913	263349257
6.5	19479	100000000	21-Jun-96	73	86	0	100138851	325500000
5.8	18941	55000000	14-Mar-03	31	94	0	34234008	45016494
0	0	500000	13-Feb-98	0	0	0	334041	367582
7.8	83679	15000000	26-Jun-09	0	0	31304710	14700000	44468574
7.5	18688	2800000	22-Jul-05	0	0	0	22202809	23563727
6.2	48935	60000000	5-Mar-04	64	101	0	88200225	170200225
6.3	10486	16000000	3-May-02	46	0	0	4839383	14839383
5.2	16452	75000000	13-Jun-03	30	116	0	30207785	51107785
5.2	4192	15000000	24-Mar-00	16	0	0	8735529	8735529
6.9	50981	75000000	31-Mar-06	0	0	131919814	195330621	651899282
7.1	33289	90000000	1-Jul-09	0	93	87544387	196573705	886685941
7.4	75552	65000000	15-Mar-02	77	81	0	176387405	383257136
6	7106	25000000	18-Mar-05	52	0	0	24381334	25732334
7.5	27544	18000000	27-Sep-97	82	0	0	8038061	16011975
5.2	618	18000000	TBD	0	0	0	0	627422
7.3	57909	28000000	25-Apr-03	62	90	0	52131264	90231264
6.7	8078	10700000	18-Jun-99	86	97	0	18542974	18542974
5.8	3056	15000000	25-Aug-06	47	121	3120029	12669914	12669914
7	19050	9000000	13-Sep-02	76	0	0	4777465	4777465
6	6614	30000000	19-Sep-08	35	86	12361783	19528188	26608350
3.3	985	3500000	27-May-98	17	0	0	10317779	10317779
5.8	16157	15000000	30-Apr-99	15	0	0	4023741	4023741
7.2	6057	10000000	17-Dec-04	35	0	0	228524	290875
4.1	23268	24000000	13-Nov-98	8	101	0	40020622	40020622
5.4	36807	17000000	17-Oct-97	36	101	0	72250091	125250091
5.9	179	18000000	10-Jul-09	0	0	5475072	14800725	16382538
7.7	92040	16500000	18-Aug-06	74	110	38200717	39868642	84276175
6.1	10073	1200000	7-Jul-00	0	0	0	2205627	2595216
7.1	33374	30000000	25-Dec-09	64	122	5387124	7689458	58692979
6.7	9534	7900000	27-Jan-06	0	0	0	672243	972243
5.4	3092	55000000	12-Jun-09	38	107	0	16123323	16123323
6	9020	40000000	4-Jan-02	0	0	0	6114237	6114237
9.1	188247	160000000	16-Jul-10	87	147	0	285630280	753830280
5.2	11590	12000000	22-Oct-03	34	0	0	4717455	23693646
5.5	2529	7000000	25-Aug-99	36	0	0	14026509	14026509
7.2	5775	18900000	15-Dec-06	0	0	0	320700	6877936
6.6	135071	185000000	22-May-08	77	0	109654917	317023851	786558145
5.3	7138	30000000	15-Jan-99	22	0	0	12017369	12017369
7.1	6917	13000000	13-Oct-06	72	118	0	1151330	2613717
6.2	380	22000000	18-Sep-09	0	108	6212437	33316821	41771168
5.2	7595	18000000	24-Apr-09	0	0	0	315000	315000
6.1	14157	60000000	23-Jan-09	40	105	8342886	17303424	58051454
6.1	18773	35000000	19-Sep-97	71	92	0	63826569	83226569
6.1	46347	85000000	20-Jul-07	14	115	69334335	119725280	185708462
7.7	86229	50000000	24-Mar-06	86	0	37712869	88634237	184634237
8	68747	68000000	5-Nov-99	96	157	0	28965197	60265197
6.3	33	46000000	24-May-02	92	118	0	67263182	113622499
3.9	13881	75000000	23-Jul-99	21	77	0	97387965	97387965
6.2	15388	55000000	4-Jun-99	27	123	0	34105207	34105207
6.5	24578	18500000	2-Oct-09	57	0	4548709	18451251	32679264
6	28605	80000000	17-Aug-07	19	99	4845943	15074191	40147042
6.3	855	3500000	14-Sep-07	0	0	0	221096	221096
0	0	105000000	16-Jul-04	58	115	0	144801023	348601023
7.3	61256	170000000	7-May-10	74	0	0	312128345	622128345
7.9	174040	186000000	2-May-08	94	126	169251757	318604126	582604126
7.9	38791	50000000	4-Aug-99	97	86	0	23159305	31333917
7.4	3048	4900000	29-Aug-08	0	0	0	617228	7174984
6.9	82601	120000000	22-Jul-05	40	0	0	35818913	163018913
4.9	1426	36000000	28-Jan-00	25	0	0	2954405	2954405
5.3	18061	70000000	1-Nov-02	15	97	0	33561137	33561137
6.9	76835	60000000	30-May-03	73	111	0	106126012	175826012
5.5	8643	14000000	16-Mar-07	19	94	13566229	12559771	13205411
4.6	6932	50000000	11-Dec-98	15	95	0	34645374	34645374
7.6	84068	12000000	25-Dec-97	85	154	0	39673162	72673162
6	35540	60000000	14-Nov-97	12	124	0	54956941	159356941
7.1	35932	28500000	4-Mar-05	43	0	0	6301131	15452978
6.1	6636	15000000	24-Sep-99	30	0	0	4956401	4956401
7.2	60650	72000000	4-Nov-05	61	115	52209103	62647540	96947540
4.8	9329	3000000	19-Feb-99	7	0	0	3076820	3076820
6.3	59406	135000000	19-Nov-99	51	125	0	126930660	361730660
6	67476	142000000	22-Nov-02	59	133	0	160942139	431942139
8	172936	102000000	17-Nov-06	94	144	79681613	167365000	596365000
6.8	93596	230000000	14-Nov-08	64	0	44912115	169368427	576368427
5.3	24265	16000000	18-Sep-09	42	0	4998385	16204793	32832166
7.2	24434	11000000	22-Sep-06	63	0	49050925	72778712	83578712
6.3	27454	5000000	25-Oct-02	0	92	0	64282312	75466905
5.9	23756	45000000	11-Jul-08	0	92	26253886	101704370	240904370
5.4	18666	16000000	11-Apr-01	11	91	0	27087695	30987695
6.7	15897	26000000	24-Aug-01	45	0	0	7496522	18496522
5.7	30610	10000000	31-Aug-01	45	91	0	37904175	55026845
5.8	29246	45000000	18-Jul-03	33	87	0	28013509	160323929
5.3	15975	25000000	29-Aug-03	0	104	0	35623801	35623801
7.7	57465	30000000	21-Sep-07	75	160	9871881	3909149	15001776
3.8	3278	12000000	7-Apr-04	6	97	0	31203964	31462753
6.2	27370	35000000	26-Mar-04	40	102	0	25266129	37066129
5.1	358	1000000	13-Dec-02	40	0	0	703	703
6.4	3920	10800000	27-Apr-07	0	0	0	399879	2862544
5.7	408	400000	27-Jul-01	29	0	0	44452	44452
6.8	29457	58000000	16-Sep-05	57	0	37588463	48318130	100687083
5	13368	28000000	12-May-06	13	0	11051609	17326650	38326650
0	0	50000000	12-Nov-99	31	0	0	14271297	14271297
5.2	2740	20000000	14-Feb-03	19	72	0	47901582	135703599
5.3	5313	38000000	21-Dec-01	19	98	0	22770864	24515990
4.3	2316	47000000	18-Jun-10	13	81	0	10547117	10547117
6.6	32338	36000000	15-Feb-02	22	116	0	71026631	102226631
6.3	1704	14000000	4-Oct-02	0	82	0	25571351	25606175
6.6	4345	10000000	16-Apr-10	0	0	0	1475746	1475746
5.1	11284	22000000	11-Apr-01	53	0	0	14252830	14252830
5.4	118	23000000	5-Oct-01	0	97	0	21973182	21973182
7.2	78603	50000000	13-Dec-96	84	138	0	153952592	274000000
6.8	62692	22000000	24-Aug-01	53	104	0	30059386	33762400
6.7	4620	2500000	16-Jun-00	0	0	0	1282084	1687548
7.1	7067	18000000	15-Oct-04	76	0	0	7739049	11039049
7.2	22269	40000000	7-Aug-09	75	0	40846498	94125426	126646119
5.9	69161	82500000	14-Feb-08	17	0	33679094	80172128	222117068
7.1	11457	1000000	3-Aug-05	86	0	0	2678010	2678010
7.9	149855	7000000	5-Dec-07	93	95	57612374	143495265	230327671
7.9	151365	93000000	18-Jul-01	0	92	0	181166115	365900000
6.3	949	3000000	13-Oct-00	0	0	0	39852	39852
5.1	19508	19000000	10-Jan-03	20	95	0	56127162	56127162
4.1	3062	15600000	21-Jun-02	0	0	0	13571817	13771817
5.8	39182	25000000	15-Aug-03	41	97	0	82622655	114326122
6.5	22288	90000000	19-Jul-02	61	138	0	35168966	65716126
6.2	23600	48000000	25-Dec-01	0	118	0	47095453	70937778
0	0	3000000	28-Feb-97	0	0	0	4109095	4109095
4.1	9994	60000000	17-Jan-03	0	89	0	66723216	90723216
8.1	86990	28000000	16-Apr-10	75	0	18666874	48071303	76252166
6.2	3258	3000000	18-Aug-00	86	116	0	38168022	38236338
6.3	22087	25000000	6-Jul-01	51	98	0	36833473	36833473
0	0	20000000	8-Apr-05	89	0	0	17104669	101004669
6.1	20039	40000000	11-Jun-10	67	140	0	176591618	350591618
6.4	8342	600000	10-Aug-77	77	0	0	15000000	20000000
6.9	3841	45000000	13-May-05	0	90	0	52842724	55842724
8	182834	55000000	16-Apr-04	0	136	0	66207920	150907920
8.2	231761	55000000	10-Oct-03	85	111	0	70098138	180098138
0	0	7000000	11-Apr-01	28	94	0	23247539	23393939
7.1	83189	110000000	6-May-05	39	0	0	47398413	211398413
7.2	20135	11000000	12-Nov-04	90	0	0	10214647	13000959
6.8	8291	1500000	13-Mar-02	0	0	0	7025722	8915268
6.4	20932	27000000	3-Oct-97	32	120	0	60527873	60527873
7.6	132720	207000000	14-Dec-05	83	187	140752353	218080025	550517357
7.5	111192	27500000	1-Jun-07	90	132	117601397	148761765	218994109
6.6	13887	117000000	23-Jun-10	0	109	0	76373029	228937227
7.1	47200	72500000	28-Sep-07	51	110	34065220	47467250	86509602
4.3	12747	35000000	21-Nov-01	13	96	0	33422806	33422806
6	11019	15000000	11-Oct-02	0	0	0	11660180	12419700
6.4	58138	50000000	20-Mar-09	32	121	23450931	79957634	187858642
4.1	5852	35000000	4-Sep-98	8	0	0	10319915	10319915
7.3	50475	48000000	26-Oct-01	40	121	0	50315140	50315140
4.7	9126	50000000	24-Nov-04	5	98	0	73701902	96501902
3.5	2251	25000000	22-Apr-05	2	0	0	4008527	4049527
0	0	15000000	21-Oct-05	83	0	6863163	4235837	13105837
6.6	47609	41000000	11-May-01	58	132	0	56083966	56083966
7.8	26816	20000000	14-Dec-07	66	122	6563936	15800078	73222245
7	10248	28000000	25-Dec-97	76	0	0	5686694	5686694
5.7	19348	10000000	25-Jan-02	0	0	0	16033556	16033556
8.4	165161	35000000	19-Sep-97	99	137	0	64604977	110604977
7.2	45577	53000000	16-Oct-09	25	108	20038881	73357727	113190972
6.5	23369	60000000	1-Oct-04	40	105	0	74541707	102332848
6.2	39242	35000000	26-Mar-04	54	104	0	39692139	77692139
5.8	47535	75000000	21-Jul-06	24	0	12440849	42285169	72785169
6.8	36613	40000000	16-Jun-06	36	0	39758509	52330111	114830111
6.3	18547	20000000	19-Sep-08	46	106	21455006	39263506	44263506
4.7	6556	11000000	13-Oct-00	11	0	0	13592872	13719474
5.3	16830	100000000	5-Jun-09	26	101	18953806	49438370	69548641
6.5	29222	45000000	12-Apr-02	77	99	0	66790248	66790248
7.5	32423	12500000	12-Oct-07	81	106	2560922	5956480	10553442
7.3	15696	5900000	16-May-03	0	0	0	3895664	3895664
5.7	9266	32000000	30-Apr-04	18	0	0	17848322	29948322
5.2	7625	30000000	6-Aug-04	21	0	0	20422207	21758371
7.4	39857	6500000	13-May-05	0	0	0	2339957	11850214
2.8	7547	17000000	24-Mar-06	6	0	13180936	15680099	15680099
7.8	37162	14000000	6-Oct-06	79	136	3657245	5463019	14763019
5.9	20355	13000000	12-Jan-01	53	113	0	91038276	131638276
0	0	15000000	24-Jun-05	0	0	0	20700082	45900082
5	43	18500000	2-Feb-01	0	0	0	4221341	4221341
5	19962	26000000	22-Jan-10	19	0	16715657	40122938	64622938
7.1	153631	150000000	14-Dec-07	69	100	129742540	256393010	585055701
6.1	14504	58000000	4-Apr-08	52	0	8871266	31373938	40830862
0	0	12000000	18-Apr-08	0	90	0	303439	303439
8.1	56872	13000000	20-Dec-06	91	141	13625847	13756082	68756082
0	0	40000000	26-Apr-02	0	0	0	14448589	14448589
6.3	8060	45000000	13-Jan-06	54	0	29881643	38399961	43343247
