Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Flight_Date,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total_$,Number_of_Strikes,Speed_IAS_in_knots
HOUSTON-HOBBY,ATR-42,None,7/31/90 0:00,CONTINENTAL AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,120
CHICAGO O'HARE INTL ARPT,B-757-200,None,8/1/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,1,125
PHILADELPHIA INTL,B-757-200,None,8/1/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,1,170
JOHN F KENNEDY INTL,B-747-1/200,Medium,8/2/90 0:00,TRANS WORLD AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,1,
HOUSTON-HOBBY,B-737-500,None,8/2/90 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/3/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,210
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/4/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,165
CHICAGO O'HARE INTL ARPT,MD-80,None,8/4/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
NASHVILLE INTL,MD-80,None,8/5/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,132
BALTIMORE WASH INTL,FOKKER F28 MK 1000,None,8/5/90 0:00,US AIRWAYS*,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,80
NASHVILLE INTL,MD-80,None,8/5/90 0:00,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/6/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,165
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/6/90 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,122
HOUSTON-HOBBY,B-737-200,None,8/6/90 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,100
LOS ANGELES INTL,B-737-300,None,8/9/90 0:00,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,165
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/9/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Horned lark,Day,0,0,0,1,132
LOS ANGELES INTL,PA-31 NAVAJO,None,8/9/90 0:00,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,1,100
LOS ANGELES INTL,L-1011,Minor,8/10/90 0:00,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,180
PHOENIX SKY HARBOR,B-727,None,8/12/90 0:00,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,200
LOS ANGELES INTL,L-1011,None,8/12/90 0:00,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
TETERBORO AIRPORT,IAI ASTRA JT,None,8/13/90 0:00,UNKNOWN,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,1,
SALT LAKE CITY INTL,MD-87,None,8/13/90 0:00,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
NASHVILLE INTL,DC-9-30,Minor,8/15/90 0:00,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,210
JOHN F KENNEDY INTL,DC-10-10,None,8/15/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,American robin,Day,0,0,0,1,160
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,8/16/90 0:00,US AIRWAYS*,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,1,130
NASHVILLE INTL,MD-82,None,8/16/90 0:00,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,160
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/17/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,145
CHICAGO O'HARE INTL ARPT,MD-80,None,8/17/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,1,170
NASHVILLE INTL,B-737-200,Substantial,8/18/90 0:00,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,210
MINNEAPOLIS-ST PAUL INTL,C-9,None,8/18/90 0:00,MILITARY,Minnesota,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,1,123
WILL ROGERS WORLD ARPT,MD-80,None,8/19/90 0:00,AMERICAN AIRLINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,250
EPPLEY AIRFIELD,B-727,None,8/19/90 0:00,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,1,135
DALLAS/FORT WORTH INTL ARPT,B-727,None,8/20/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,150
HOUSTON-HOBBY,B-737-300,None,8/20/90 0:00,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,1,250
CHICAGO O'HARE INTL ARPT,MD-80,None,8/21/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,145
GREATER PITTSBURGH,B-737-300,Substantial,8/21/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,
LOUISVILLE INTL ARPT,DC-8-70,None,8/22/90 0:00,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,1,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/23/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,150
INDIANAPOLIS INTL,B-737-200,Medium,8/23/90 0:00,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,1,95
GREATER PITTSBURGH,DC-9,None,8/24/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
HOUSTON-HOBBY,B-737-500,Minor,8/24/90 0:00,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
PHILADELPHIA INTL,MD-80,None,8/24/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
PHILADELPHIA INTL,MD-80,None,8/24/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,145
CHICAGO O'HARE INTL ARPT,MD-80,None,8/25/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,125
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/25/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
MINETA SAN JOSE INTL,MERLIN III,None,8/25/90 0:00,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,103
MINETA SAN JOSE INTL,MD-80,None,8/27/90 0:00,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,160
MINETA SAN JOSE INTL,STINSON 108,None,8/27/90 0:00,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,1,40
SALT LAKE CITY INTL,B-727-200,None,8/27/90 0:00,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,
WILL ROGERS WORLD ARPT,B-727,None,8/28/90 0:00,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,1,250
AUSTIN-BERGSTROM INTL,B-737-200,None,8/28/90 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,1,145
DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,250
PORTLAND INTL (OR),MD-80,None,8/29/90 0:00,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
NEW ORLEANS INTL,B-737-300,None,8/29/90 0:00,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,1,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/29/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
NASHVILLE INTL,MD-80,None,8/30/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,8/30/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,210
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,8/30/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,195
DALLAS/FORT WORTH INTL ARPT,DC-10,None,8/31/90 0:00,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,250
DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,8/31/90 0:00,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
CHICAGO O'HARE INTL ARPT,MD-80,None,8/31/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,170
JOHN F KENNEDY INTL,A-300,None,8/31/90 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/31/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,210
DALLAS/FORT WORTH INTL ARPT,B-727,None,9/1/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,140
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,9/1/90 0:00,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,1,130
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,9/1/90 0:00,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,150
HOUSTON-HOBBY,B-737-300,None,9/3/90 0:00,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,250
ATLANTA INTL,B-737,None,9/4/90 0:00,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,1,150
GREATER PITTSBURGH,B-737,None,9/5/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,180
GREATER PITTSBURGH,B-737-300,None,9/5/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,1,
CHICAGO O'HARE INTL ARPT,MD-80,None,9/5/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,1,135
RONALD REAGAN WASHINGTON NATL,MD-82,None,9/6/90 0:00,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,1,240
CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,1,135
CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,1,250
NASHVILLE INTL,B-727-200,None,9/6/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,140
LAMBERT-ST LOUIS INTL,MD-80,None,9/7/90 0:00,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
SAN ANTONIO INTL,MD-80,None,9/7/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
ATLANTIC CITY INTL,SAAB-340,None,9/7/90 0:00,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,1,100
GREATER PITTSBURGH,B-737-300,None,9/7/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,1,120
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/9/90 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,140
RONALD REAGAN WASHINGTON NATL,B-737-200,None,9/10/90 0:00,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
CHICAGO O'HARE INTL ARPT,B-727,None,9/10/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,1,150
HONOLULU INTL ARPT,DC-9-50,None,9/10/90 0:00,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,125
NEW ORLEANS INTL,DC-10-10,None,9/10/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,1,155
PORTLAND INTL (OR),C-560,None,9/10/90 0:00,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,1,115
ATLANTIC CITY INTL,CASA C-212,None,9/10/90 0:00,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,1,
INDIANAPOLIS INTL,B-737-200,None,9/10/90 0:00,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,1,100
RONALD REAGAN WASHINGTON NATL,MD-80,None,9/10/90 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,1,160
LAGUARDIA NY,MD-80,None,9/10/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,1,160
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,9/11/90 0:00,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,160
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,9/12/90 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,1,125
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/12/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
ATLANTA INTL,MD-80,None,9/12/90 0:00,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,1,135
LOUISVILLE INTL ARPT,B-727,None,9/13/90 0:00,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,230
GREATER PITTSBURGH,ATR-42,None,9/13/90 0:00,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,9/14/90 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
PHILADELPHIA INTL,B-737-300,None,9/14/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,T-38A,None,9/14/90 0:00,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,1,130
HOUSTON-HOBBY,B-737-300,None,9/15/90 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,9/15/90 0:00,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,1,160
LOS ANGELES INTL,B-737-200,Minor,9/16/90 0:00,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,320
PORT COLUMBUS INTL,DC-9-30,None,9/16/90 0:00,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
LAGUARDIA NY,B-727,None,9/17/90 0:00,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,210
ATLANTA INTL,MD-88,None,9/17/90 0:00,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
NASHVILLE INTL,B-727-200,None,9/17/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,230
PORTLAND INTL (OR),DHC8 DASH 8,None,9/17/90 0:00,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,1,125
ATLANTIC CITY INTL,F-16,None,9/18/90 0:00,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,1,0
NASHVILLE INTL,MD-80,None,9/18/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,123
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/18/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,170
MINETA SAN JOSE INTL,BA-146,None,9/18/90 0:00,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,250
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,9/20/90 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,110
LOS ANGELES INTL,B-737-300,None,9/20/90 0:00,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,1,90
LAGUARDIA NY,B-737-400,Medium,9/21/90 0:00,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/21/90 0:00,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,1,110
SALT LAKE CITY INTL,B-737-200,None,9/21/90 0:00,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,100
MINETA SAN JOSE INTL,AEROS 350,None,9/21/90 0:00,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,1,10
DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/22/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,160
NASHVILLE INTL,B-727-200,None,9/22/90 0:00,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,150
LAMBERT-ST LOUIS INTL,MD-83,None,9/22/90 0:00,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,1,125
PORTLAND INTL (OR),B-737,None,9/22/90 0:00,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/22/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,135
LIHUE ARPT,BELL-206,Substantial,9/23/90 0:00,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,60
NEW ORLEANS INTL,B-727,None,9/23/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
NASHVILLE INTL,B-727-200,None,9/24/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,140
KANSAS CITY INTL,B-737,None,9/24/90 0:00,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/25/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,127
DETROIT METRO WAYNE COUNTY ARPT,CITATION II,None,9/25/90 0:00,BUSINESS,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,1,115
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,9/25/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
NASHVILLE INTL,B-727,None,9/25/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,125
ATLANTIC CITY INTL,C-137C,C,9/26/90 0:00,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,1,150
MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,None,9/26/90 0:00,MESABA AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/26/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/27/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,150
NASHVILLE INTL,B-727-200,None,9/27/90 0:00,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
NEWARK LIBERTY INTL ARPT,DC-9,None,9/27/90 0:00,AIR CANADA,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,250
CHICAGO O'HARE INTL ARPT,MD-80,None,9/27/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
JOHN F KENNEDY INTL,DC-10-10,None,9/27/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,1,141
SACRAMENTO INTL,B-737-300,None,9/28/90 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
SACRAMENTO INTL,MD-80,None,9/28/90 0:00,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,180
DALLAS/FORT WORTH INTL ARPT,DC-10,None,9/30/90 0:00,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,1,180
SEATTLE-TACOMA INTL,B-737-300,Minor,9/30/90 0:00,AMERICA WEST AIRLINES,Washington,Approach,Large,Canada goose,Dusk,0,0,0,1,140
LOUISVILLE INTL ARPT,B-727,None,9/30/90 0:00,AMERICAN AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
CHICAGO O'HARE INTL ARPT,MD-80,None,9/30/90 0:00,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,250
BALTIMORE WASH INTL,B-737,None,9/30/90 0:00,DELTA AIR LINES,Maryland,Take-off run,Small,Rock pigeon,Day,0,0,0,1,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/1/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/1/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Day,0,0,0,1,140
ORLANDO INTL,DC-10-10,None,10/2/90 0:00,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
NASHVILLE INTL,B-727,None,10/4/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
NEW ORLEANS INTL,MD-80,None,10/5/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,160
HONOLULU INTL ARPT,B-737,None,10/6/90 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,1,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,10/7/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/9/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,200
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,10/10/90 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,130
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,10/10/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,1,190
JOHN F KENNEDY INTL,DC-10-10,None,10/10/90 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,180
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,10/10/90 0:00,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,130
MEMPHIS INTL,B-737,None,10/10/90 0:00,UNITED AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,Minor,10/11/90 0:00,AMERICAN AIRLINES,Texas,Descent,Large,Unknown bird - large,Night,0,0,0,1,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/11/90 0:00,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,200
LOGAN INTL,B-737,Substantial,10/12/90 0:00,US AIRWAYS*,Massachusetts,Take-off run,Medium,Herring gull,Day,0,0,0,1,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/12/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,200
ATLANTA INTL,DC-9,None,10/12/90 0:00,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,1,170
CHICAGO O'HARE INTL ARPT,MD-80,None,10/12/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,1,150
HONOLULU INTL ARPT,B-737-200,None,10/12/90 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,1,120
HONOLULU INTL ARPT,B-737,None,10/13/90 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,100
SAN ANTONIO INTL,B-737-300,None,10/13/90 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,210
LOGAN INTL,B-737-300,None,10/14/90 0:00,US AIRWAYS*,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/15/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,190
LIHUE ARPT,B-737-200,None,10/15/90 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,120
BALTIMORE WASH INTL,B-727-100,None,10/15/90 0:00,AMERICAN AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,230
